block,representation,profile,concentration,estimator,a0
block_1,centers_24_standard,asymmetric_w075_sep2_k6,6.0,fourier_M6,-0.3347070015150964
block_1,centers_24_standard,asymmetric_w075_sep2_k6,6.0,fourier_M8,-0.34371114726124513
block_1,centers_24_standard,asymmetric_w075_sep2_k6,6.0,fourier_M12,-0.3381336131620357
block_1,centers_24_standard,asymmetric_w075_sep2_k6,6.0,unweighted_mean_g,-0.3263888888888889
block_1,centers_24_standard,asymmetric_w075_sep2_k6,6.0,density_weighted_mean_g,-0.3369942873619004
block_1,centers_24_standard,asymmetric_w075_sep2_k6,6.0,mirror_even_mean_g,-0.3263888888888889
block_1,centers_24_standard,sparse_N8_unimodal_k6,6.0,fourier_M2,0.002643243212838822
block_1,centers_24_standard,sparse_N8_unimodal_k6,6.0,fourier_M4,0.007399105221226635
block_1,centers_24_standard,sparse_N8_unimodal_k6,6.0,fourier_M6,0.002078927093409292
block_1,centers_24_standard,sparse_N8_unimodal_k6,6.0,fourier_M8,0.0043733106213393914
block_1,centers_24_standard,sparse_N8_unimodal_k6,6.0,fourier_M12,0.01775332316215954
block_1,centers_24_standard,sparse_N8_unimodal_k6,6.0,unweighted_mean_g,0.004629629629629635
block_1,centers_24_standard,sparse_N8_unimodal_k6,6.0,density_weighted_mean_g,0.012214486554852591
block_1,centers_24_standard,sparse_N8_unimodal_k6,6.0,mirror_even_mean_g,0.004629629629629641
block_1,centers_24_standard,sparse_N16_antipodal_k6,6.0,fourier_M2,-0.14137619839595023
block_1,centers_24_standard,sparse_N16_antipodal_k6,6.0,fourier_M4,-0.1414416055159594
block_1,centers_24_standard,sparse_N16_antipodal_k6,6.0,fourier_M6,-0.14417682745532803
block_1,centers_24_standard,sparse_N16_antipodal_k6,6.0,fourier_M8,-0.13726126757339124
block_1,centers_24_standard,sparse_N16_antipodal_k6,6.0,fourier_M12,-0.1571713588543044
block_1,centers_24_standard,sparse_N16_antipodal_k6,6.0,unweighted_mean_g,-0.14351851851851852
block_1,centers_24_standard,sparse_N16_antipodal_k6,6.0,density_weighted_mean_g,-0.14910090981730428
block_1,centers_24_standard,sparse_N16_antipodal_k6,6.0,mirror_even_mean_g,-0.14351851851851852
block_2,intervals_24_decimal6,unimodal_k9,9.0,fourier_M2,0.18567901482358634
block_2,intervals_24_decimal6,unimodal_k9,9.0,fourier_M4,0.19095070800463404
block_2,intervals_24_decimal6,unimodal_k9,9.0,fourier_M6,0.18846629237653517
block_2,intervals_24_decimal6,unimodal_k9,9.0,fourier_M8,0.18455653622058377
block_2,intervals_24_decimal6,unimodal_k9,9.0,fourier_M12,0.17786542912769288
block_2,intervals_24_decimal6,unimodal_k9,9.0,unweighted_mean_g,0.18287037037037035
block_2,intervals_24_decimal6,unimodal_k9,9.0,density_weighted_mean_g,0.18075683804446713
block_2,intervals_24_decimal6,unimodal_k9,9.0,mirror_even_mean_g,0.18287037037037038
block_2,intervals_24_decimal6,bimodal_equal_sep2_k6,6.0,fourier_M2,-0.1054621018402731
block_2,intervals_24_decimal6,bimodal_equal_sep2_k6,6.0,fourier_M4,-0.09597231345669867
block_2,intervals_24_decimal6,bimodal_equal_sep2_k6,6.0,fourier_M6,-0.09778701477561742
block_2,intervals_24_decimal6,bimodal_equal_sep2_k6,6.0,fourier_M8,-0.10125061518584547
block_2,intervals_24_decimal6,bimodal_equal_sep2_k6,6.0,fourier_M12,-0.09669125674377416
block_2,intervals_24_decimal6,bimodal_equal_sep2_k6,6.0,unweighted_mean_g,-0.10648148148148145
block_2,intervals_24_decimal6,bimodal_equal_sep2_k6,6.0,density_weighted_mean_g,-0.09357231632321525
block_2,intervals_24_decimal6,bimodal_equal_sep2_k6,6.0,mirror_even_mean_g,-0.10648148148148148
block_2,intervals_24_decimal6,antipodal_equal_k6,6.0,fourier_M2,0.18395220605225732
block_2,intervals_24_decimal6,antipodal_equal_k6,6.0,fourier_M4,0.19809157436483155
block_2,intervals_24_decimal6,antipodal_equal_k6,6.0,fourier_M6,0.19903037969705942
block_2,intervals_24_decimal6,antipodal_equal_k6,6.0,fourier_M8,0.19672598417263654
block_2,intervals_24_decimal6,antipodal_equal_k6,6.0,fourier_M12,0.202106370189446
