block,representation,profile,concentration,harmonic,center_a,center_b,cov_aa,cov_ab,cov_bb,axis_major,axis_minor,angle_radians,angle_degrees,contains_origin,note,feature_axis,feature_value
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,1,0.6519352909474035,0.31961326889391584,0.004299717902977539,-0.00045719852922514073,0.003902169640417302,0.16600494288284573,0.14691384337114005,2.561250951458238,146.7488697924235,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,36.0
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,2,0.25993641905700327,-0.09137733638016068,0.004371883860725332,-0.00018843954578074467,0.0039440057881925715,0.1631573407631597,0.15232872402881878,2.7805372009921805,159.31304639597104,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,36.0
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,1,0.5588695887124617,0.272961843007503,0.0037608202455534263,0.00010785037955902048,0.004507088005724522,0.16460732357629906,0.14980423288853,1.4301107862715932,81.939312289498,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,36.0
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,2,0.2631213074665039,-0.004822288363801411,0.004441491138104995,-6.573568825417187e-05,0.0036838476333399175,0.1632328253096843,0.14845108259548728,3.055684759607283,175.07784024794486,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,36.0
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,1,0.43324284998036433,0.24159358161124606,0.004681661442093912,-0.00039987222397188196,0.005261957439129471,0.18096544551678836,0.16379361259131478,2.0423432255165097,117.0176471392313,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,36.0
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,2,0.16671080584128456,0.05646589284041858,0.006216582392759243,-0.0004787554903596786,0.004788639957708854,0.19524122364238708,0.16678808151811492,2.8462485193551026,163.07802760440697,1,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,36.0
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,1,0.6107408648590347,0.2879000704612553,0.004322519622146783,-0.0008332696229904816,0.005468773866323277,0.18812632615929203,0.1525538370946639,2.0549472330728573,117.73980357716103,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,36.0
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,2,0.2124256342480495,0.01331501860168333,0.005332293962436727,-0.0002162846984326114,0.004675551796280605,0.17982400681726118,0.16620764010257005,2.850373352949998,163.31436316058827,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,36.0
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,1,0.8982731930635565,0.08384249715784597,0.0033329539643860576,0.00014915934977783528,0.005089124166185112,0.17483326824100492,0.14104577572001026,1.4866649586475924,85.1796276804981,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,48.0
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,2,0.15734198051926154,0.0061661234394252366,0.00427281060978576,-0.00033453943808227994,0.0039937448666297,0.16412228993737343,0.15030850943761395,2.553770145424649,146.32025117934285,1,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,48.0
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,1,0.7245895196447862,0.4162560116518995,0.0031693115882147046,-0.00023165730791028271,0.004190036429857967,0.15938857174877058,0.13670609326580438,1.7838456335851647,102.20682610727023,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,48.0
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,2,0.3440347515016696,-0.07554396095771032,0.003941599231241874,-7.635503108139317e-05,0.0034382318127488824,0.15389548091880967,0.14329053358992624,2.9943166491606004,171.56170652265723,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,48.0
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,1,0.7355817869848129,0.25795525532235647,0.0038378355477737976,-0.00041804190013319906,0.00457792770547278,0.1689863229310036,0.1478728164029466,1.9939086461958013,114.2425501616631,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,48.0
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,2,0.27953886291152885,-0.04006681681019691,0.004364186749802348,0.00028140961688353377,0.004268076310253241,0.16604340310670776,0.15540105009418775,-2.440761807190449,-139.8453503487363,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,48.0
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,1,0.6772465295045669,0.23495763404357314,0.0036387008088617496,-0.0004099270334529813,0.004718297932876862,0.17057663648378776,0.14482497287149967,1.8955436873748108,108.60665316924221,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,48.0
