run_id,n_agents,coupling,seed_index,n_agent_steps,mean_R,R_p50,R_p90,R_p99,Q_risk,q_peer_reject,teacher_log_loss,teacher_brier,pred_stay_frac,obs_stay_frac,pred_mean_action,obs_mean_action,mean_r1_run
N9_K+0.06_s2,9,0.06,2,900,0.2617651127766861,0.26090388354776406,0.28774187814169944,0.2959929407704998,0.0,0.0,0.5696299962417968,0.26068381282745506,0.008787946389240514,0.05333333333333334,0.07811396257478737,0.03111111111111111,0.9981409496873731
N9_K+0.06_s3,9,0.06,3,900,0.2636038826934523,0.26291405009589075,0.2939800188832835,0.3058516271992475,0.0,0.0,0.501901790163191,0.2347218620958891,0.016905390295075828,0.04111111111111111,0.018626752249607238,-0.03666666666666667,0.9986667559655904
N9_K+0.08_s0,9,0.08,0,900,0.25793033815637195,0.2556351818746921,0.2870271934313581,0.2959929407704998,0.0,0.0,0.576177498842457,0.2561330841681119,0.011492055408935959,0.056666666666666664,0.10634481191995011,0.04111111111111111,0.998931566889625
N9_K+0.08_s1,9,0.08,1,900,0.2579684516809525,0.25468581718057737,0.2959929407704998,0.3151301567633294,0.0,0.0,0.5717803021187299,0.22219444912277728,0.010384700340633567,0.07333333333333333,0.08759471567793213,-0.024444444444444446,0.9983399146372719
N9_K+0.08_s2,9,0.08,2,900,0.2598238036478464,0.25836946588014664,0.28558910528720577,0.2959934750357025,0.0,0.0,0.5557912509529455,0.2971228436018751,0.009391006463379847,0.03111111111111111,0.05770525341531889,0.04888888888888889,0.9978452950775236
N9_K+0.08_s3,9,0.08,3,900,0.25680718269723724,0.2556351818746921,0.29219872908548256,0.2959929407704998,0.0,0.0,0.6139492473488557,0.2374418611920542,0.009041359754528216,0.07888888888888888,0.13117625604278213,-0.052222222222222225,0.9985125940352403
N9_K+0.1_s0,9,0.1,0,900,0.2565202167964783,0.2547023517431546,0.29385049922592754,0.3029600280465396,0.0,0.0,0.5833238163121814,0.2551595672998853,0.00800556181243734,0.06,0.10209570702598206,-0.035555555555555556,0.998226033612498
N9_K+0.1_s1,9,0.1,1,900,0.25571085497210105,0.25321881857253425,0.2867470285579756,0.2977109179558424,0.0,0.0,0.5869892904278055,0.23941742492238355,0.011866540050892735,0.06777777777777778,0.11710884667237828,-0.07666666666666666,0.9983418525669803
N9_K+0.1_s2,9,0.1,2,900,0.25721905761951225,0.2556351818746921,0.2950304819739184,0.3066124314784734,0.0,0.0,0.5547444816627917,0.21020509269986343,0.007843971009090624,0.07111111111111111,0.08354160739844038,-0.011111111111111112,0.9977701231288448
N9_K+0.1_s3,9,0.1,3,900,0.2559936240468093,0.25351312660961217,0.2831191117793324,0.2982282051473385,0.0,0.0,0.593656661136434,0.25927537835686804,0.009609886796078219,0.06222222222222222,0.07983170118794702,-0.035555555555555556,0.9984716513572873
N9_K+0.15_s0,9,0.15,0,900,0.25125662722882913,0.2491276125863302,0.2724523067714476,0.2959929407704998,0.0,0.0,0.6090361985699179,0.2363773492148336,0.00813271396681689,0.07888888888888888,0.09039748904830791,0.016666666666666666,0.9946125374129646
N9_K+0.15_s1,9,0.15,1,900,0.2531776918914012,0.251775883711785,0.2764351762910498,0.2959929407704998,0.0,0.0,0.5875632933540326,0.24507954741428836,0.00927041178772162,0.06666666666666667,0.10511182125466459,-0.08222222222222222,0.9965786212294294
N9_K+0.15_s2,9,0.15,2,900,0.25212311087323486,0.2516002675477009,0.27430529655782215,0.2959929407704998,0.0,0.0,0.5731220643303383,0.22151979571699856,0.008729154278944174,0.07333333333333333,0.11578940310457388,-0.04666666666666667,0.9972880630800072
N9_K+0.15_s3,9,0.15,3,900,0.2525612077963121,0.2511059828097236,0.2764351762910498,0.304738254215986,0.0,0.0,0.5824127273212641,0.2218143779237803,0.008835971395727114,0.07666666666666666,0.08922627641629081,-0.0077777777777777776,0.9974029245352132
N17_K-0.15_s0,17,-0.15,0,1700,0.23407821170808588,0.2331251415012574,0.25812598914001744,0.2744131868714138,0.0,0.0,0.7783475914478934,0.5102054039356179,0.08883749004657368,0.00411764705882353,-0.09338659335247759,-0.38294117647058823,0.029555530310279
N17_K-0.15_s1,17,-0.15,1,1700,0.23326731605700338,0.23245839801870927,0.25544653792452776,0.26910204456271514,0.0,0.0,0.7969876680317304,0.5240319000781578,0.09370951215734669,0.002352941176470588,-0.07847252679196016,-0.30823529411764705,0.026824223903125444
N17_K-0.15_s2,17,-0.15,2,1700,0.23606341749863807,0.23505666107498543,0.26046497294737525,0.27572954498767455,0.0,0.0,0.7907277775615201,0.5215777403563383,0.08839219182358078,0.004705882352941176,-0.06910565107335581,-0.3658823529411765,0.007300882314004107
N17_K-0.15_s3,17,-0.15,3,1700,0.2291239769160165,0.22708708483152446,0.25278872054883444,0.26506005446393505,0.0,0.0,0.7670700155556354,0.5025465382144532,0.07937126678402538,0.00411764705882353,-0.09849569099332513,-0.3594117647058824,0.046640066844301345
