representation,scheme,d_shape,d_native,local_density,u_ensemble,d_orientation,policy_a,g_peer,e_tv,peer_count,bin_sparsity
centers_24_standard,acquisition_block_holdout,8.075756775474458,0.0,0.1238274043909958,0.0,6.910621721543897,0.0,0,0.16621168665085428,8,0.20833333333333334
centers_24_standard,acquisition_block_holdout,5.383837850316306,0.0,0.18574110658649368,0.0,6.0489870870588645,0.0,0,0.15229168643220425,8,0.25
centers_24_standard,acquisition_block_holdout,4.095768194997988,0.0,0.24415444243677253,0.0,6.7001971472552615,0.0,0,0.03846153850046264,8,0.20833333333333334
centers_24_standard,acquisition_block_holdout,4.095768194997973,0.0,0.24415444243677342,0.0,5.765311034531617,0.0,0,0.12913806640814937,8,0.25
centers_24_standard,acquisition_block_holdout,5.320124039086971,0.0,0.187965542279277,0.0,5.94725068213933,0.0,0,0.08618195689909122,8,0.25
centers_24_standard,acquisition_block_holdout,4.09576819499798,0.0,0.244154442436773,0.0,7.044367542544591,0.0,0,0.0916144454851794,8,0.20833333333333334
centers_24_standard,acquisition_block_holdout,4.095768194997978,0.0,0.24415444243677312,0.0,6.68524076538864,0.0,0,0.3728961426437417,8,0.20833333333333334
centers_24_standard,acquisition_block_holdout,5.320124039086973,0.0,0.18796554227927695,0.0,5.562779081534859,0.0,0,0.17031124381599128,8,0.25
centers_24_standard,acquisition_block_holdout,4.0957681949979765,0.0,0.24415444243677323,0.0,6.2859142993161585,0.0,0,0.30281543792095,8,0.20833333333333334
centers_24_standard,acquisition_block_holdout,0.6657185476421333,0.0,1.5021363060137607,0.0,0.18023567446900451,0.0,0,0.2984595379336229,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.9761994140721926,0.0,1.0243808647953638,0.0,0.29198189210131104,0.0,0,0.06332919461838193,16,0.5
centers_24_standard,acquisition_block_holdout,0.6657185476421336,0.0,1.5021363060137602,0.0,0.17156509236027473,0.0,0,0.12647099828143976,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.6657185476421315,0.0,1.5021363060137651,0.0,0.2919818921013111,0.0,0,0.27840267603957636,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.9761994140721922,0.0,1.024380864795364,0.0,0.3272208388992545,0.0,0,0.11636220687860067,16,0.5
centers_24_standard,acquisition_block_holdout,0.9761994140721922,0.0,1.024380864795364,0.0,0.18023567446900465,0.0,0,0.049794186421760867,16,0.5
centers_24_standard,acquisition_block_holdout,0.6657185476421336,0.0,1.5021363060137602,0.0,0.3371142210419541,0.0,0,0.24185431639744448,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.9761994140721922,0.0,1.024380864795364,0.0,0.23954227936956451,0.0,0,0.18354787381946924,16,0.5
centers_24_standard,acquisition_block_holdout,0.6657185476421336,0.0,1.5021363060137602,0.0,0.38504892941114083,0.0,0,0.15056161377616442,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.6657185476421339,0.0,1.5021363060137596,0.0,0.3272208388992544,0.0,0,0.23185873888651773,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.9761994140721926,0.0,1.0243808647953638,0.0,0.18023567446900451,0.0,0,0.19035097940636317,16,0.5
centers_24_standard,acquisition_block_holdout,0.6657185476421336,0.0,1.5021363060137602,0.0,0.17739257558607474,0.0,0,0.14339375037076724,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.9761994140721943,0.0,1.0243808647953618,0.0,0.17156509236027453,0.0,0,0.28925003123324666,16,0.5
centers_24_standard,acquisition_block_holdout,0.9761994140721926,0.0,1.0243808647953638,0.0,0.27129522296300945,0.0,0,0.31074166074751985,16,0.5
centers_24_standard,acquisition_block_holdout,0.9761994140721926,0.0,1.0243808647953638,0.0,0.38504892941114116,0.0,0,0.25030615262176265,16,0.5
centers_24_standard,acquisition_block_holdout,0.6657185476421336,0.0,1.5021363060137602,0.0,0.34672542255726674,0.0,0,0.15539707166235758,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.9761994140721868,0.0,1.0243808647953698,0.0,0.2395422793695649,0.0,0,0.09085113205088631,16,0.5
centers_24_standard,acquisition_block_holdout,0.6657185476421345,0.0,1.5021363060137582,0.0,0.1802356744690046,0.0,0,0.31525572008626535,16,0.4166666666666667
