model,field_id,bucket,role,peer_count,bin_sparsity,unresolved_near_zero,R_pre,log_loss,d_TV,abs_e_A,abs_e_a0,abs_e_C1,abs_e_C2,n_valid,p_minus_hat,p_stay_hat,p_plus_hat,p_minus_obs,p_stay_obs,p_plus_obs,A_hat,A_obs,a0_hat,a0_obs
global_empirical,cent_al_f18_n9_p8,model_disagreement,active_learning,8,0.20833333333333334,0,0.32899877846998926,0.9506201133095832,0.49546955544691185,0.10602887064817423,0.8849102402456492,0.5696352142998053,0.10602887064817436,22.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.13636363636363635,0.0,0.8636363636363636,0.8939711293518258,1.0,-0.157637512972922,0.7272727272727273
global_empirical,cent_al_f19_n9_p8,model_disagreement,active_learning,8,0.20833333333333334,0,0.3535448863838194,0.9992191603914565,0.6318331918105482,0.10602887064817423,1.157637512972922,0.842362487027078,0.10602887064817436,30.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.0,0.0,1.0,0.8939711293518258,1.0,-0.157637512972922,1.0
global_empirical,cent_al_f20_n9_p8,model_disagreement,active_learning,8,0.16666666666666666,0,0.37301769502575266,0.8989836257850927,0.3505831918105482,0.10602887064817423,0.595137512972922,0.279862487027078,0.10602887064817436,32.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.28125,0.0,0.71875,0.8939711293518258,1.0,-0.157637512972922,0.4375
global_empirical,cent_al_f21_n9_p8,model_disagreement,active_learning,8,0.16666666666666666,0,0.3355605415660828,0.9762260628473445,0.5673170627782901,0.10602887064817423,1.0286052549084057,0.7133302289625618,0.10602887064817436,31.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.06451612903225806,0.0,0.9354838709677419,0.8939711293518258,1.0,-0.157637512972922,0.8709677419354838
global_empirical,cent_al_f22_n9_p8,model_disagreement,active_learning,8,0.16666666666666666,0,0.36975697094347965,0.7096498381952944,0.28669567883762614,0.10602887064817423,0.467362487027078,0.467362487027078,0.10602887064817436,32.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.8125,0.0,0.1875,0.8939711293518258,1.0,-0.157637512972922,-0.625
global_empirical,cent_al_f23_n9_p8,model_disagreement,active_learning,8,0.125,0,0.3055455001740441,0.910120907408022,0.3818331918105482,0.10602887064817423,0.657637512972922,0.342362487027078,0.10602887064817436,32.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.25,0.0,0.75,0.8939711293518258,1.0,-0.157637512972922,0.5
global_empirical,cent_al_f24_n9_p8,k0_or_drift,active_learning,8,0.16666666666666666,0,0.28662747335466,0.9546700338997393,0.5068331918105482,0.10602887064817423,0.907637512972922,0.592362487027078,0.10602887064817436,32.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.125,0.0,0.875,0.8939711293518258,1.0,-0.157637512972922,0.75
global_empirical,cent_al_f25_n9_p8,k0_or_drift,active_learning,8,0.16666666666666666,0,0.3552083186558595,0.9880818787685273,0.6005831918105482,0.10602887064817423,1.095137512972922,0.779862487027078,0.10602887064817436,32.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.03125,0.0,0.96875,0.8939711293518258,1.0,-0.157637512972922,0.9375
global_empirical,cent_al_f26_n9_p8,k0_or_drift,active_learning,8,0.16666666666666666,0,0.33899097466735345,0.6651007117035771,0.41169567883762614,0.10602887064817423,0.717362487027078,0.717362487027078,0.10602887064817436,32.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.9375,0.0,0.0625,0.8939711293518258,1.0,-0.157637512972922,-0.875
global_empirical,cent_al_f27_n9_p8,k0_or_drift,active_learning,8,0.16666666666666666,0,0.35253150132564837,0.7764735279328703,0.10602887064817432,0.10602887064817423,0.092362487027078,0.092362487027078,0.10602887064817436,32.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.625,0.0,0.375,0.8939711293518258,1.0,-0.157637512972922,-0.25
